python-progress 1.5-3
python-pyaml 19.12.0-1
python-pycups 1.9.74-3
python-pycurl 7.43.0.5-1
python-pyparsing 2.4.6-1
python-pyqt5 5.14.1-2
python-pyqt5-sip 12.7.1-1
python-pysmbc 1.0.18-1
python-pytoml 0.1.21-3
python-reportlab 3.5.34-1
python-requests 2.23.0-1
python-retrying 1.3.3-6
python-setuptools 1:46.1.1-1
python-sip 4.19.21-1
python-six 1.14.0-1
python-toml 0.10.0-3
python-urllib3 1.25.8-2
python-webencodings 0.5.1-4
python-yaml 5.3-1
python-zipp 3.1.0-1
python2 2.7.17-2
qca 2.3.0-1
qgpgme 1.13.1-3
qpdf 9.1.1-1
qqc2-desktop-style 5.68.0-1
qrencode 4.0.2-1
qt5-base 5.14.1-3
qt5-declarative 5.14.1-1
qt5-graphicaleffects 5.14.1-1
qt5-imageformats 5.14.1-1
qt5-location 5.14.1-1
qt5-multimedia 5.14.1-1
qt5-quickcontrols 5.14.1-1
qt5-quickcontrols2 5.14.1-1
qt5-script 5.14.1-1
qt5-sensors 5.14.1-1
qt5-speech 5.14.1-1
qt5-svg 5.14.1-1
qt5-tools 5.14.1-1
qt5-virtualkeyboard 5.14.1-1
qt5-wayland 5.14.1-1
qt5-webchannel 5.14.1-1
qt5-webengine 5.14.1-2
qt5-webkit 5.212.0alpha4-1
qt5-x11extras 5.14.1-1
raptor 2.0.15-12
re2 1:20200303-1
readline 8.0.004-1
reiserfsprogs 3.6.27-3
rest 0.8.1-1
rmtrash 1.12-1
rofi 1.5.4-1
rpcbind 1.2.5-3
rsync 3.1.3-3
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
ruby 2.7.0-1
rubygems 3.1.2-4
run-parts 4.8.6.1-2
s-nail 14.9.17-1
samba 4.10.10-2
sane 1.0.29-1
sbc 1.4-1
screenfetch 3.9.1-1
sddm 0.18.1-2
sddm-breath-theme 0.4.0-2
sddm-kcm 5.18.3-1
sdl 1.2.15-13
sdl2 2.0.12-1
sed 4.8-1
serd 0.30.2-1
serf 1.3.9-3
shadow 4.8.1-1
shared-mime-info 1.15-2
signon-kwallet-extension 19.12.3-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20171022-2
signond 8.60-1
skanlite 2.1.0.1-1
slang 2.3.2-1
smbclient 4.10.10-2
snapd 2.44-1
snapd-glib 1.54-1
snappy 1.1.8-1
socat 1.7.3.4-1
solid 5.68.0-1
sonnet 5.68.0-1
sord 0.16.4-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
spectacle 19.12.3-1
spectre-meltdown-checker 0.43-1
speex 1.2.0-2
speexdsp 1.2.0-1
splix 2.0.0-14
sqlite 3.31.1-1
squashfs-tools 4.4-1
sratom 0.6.4-1
srt 1.4.1-1
sshfs 3.7.0-1
st-manjaro 1:0.8.2.r12.gf1546cf-2
startup-notification 0.12-6
steam-manjaro 1.0.0.61-7
stoken 0.92-3
subversion 1.13.0-2
sudo 1.8.31.p1-1
sxiv-git 2020.01.16-1
syntax-highlighting 5.68.0-1
sysfsutils 2.1.0-11
system-config-printer 1.5.12+33+g23b454ef-1
systemd 244.3-2
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-5
systemd-libs 244.3-2
systemd-sysvcompat 244.3-2
systemsettings 5.18.3-1
taglib 1.11.1-3
talloc 2.3.1-1
tar 1.32-3
tcl 8.6.10-1
tdb 1.3.18-4
terminus-font 4.48-1
termite 15-1
termite-terminfo 15-1
tevent 1:0.9.39-4
texinfo 6.7-2
thin-provisioning-tools 0.8.5-3
threadweaver 5.68.0-1
thunderbird 68.6.0-1
timeshift 20.03.r0.gcecd294-1
tlp 1.3.1-2
tpm2-tss 2.4.0-1
trash-cli 0.17.1.14-5
tslib 1.21-1
ttf-bitstream-vera 1.10-12
ttf-droid 20121017-7.2
ttf-hack 3.003-1
ttf-inconsolata 1:3.000-1
ttf-indic-otf 0.2-9
ttf-liberation 2.1.0-1
twolame 0.4.0-2
tzdata 2019c-3
udiskie 2.1.0-1
udisks2 2.8.4-2
unarchiver 1.10.1-8
upower 0.99.11-1
usb_modeswitch 2.6.0-1
usbmuxd 1.1.0+69+g8a69f1a-1
usbutils 012-2
user-manager 5.18.3-1
util-linux 2.35.1-1.1
v4l-utils 1.18.0-1
v86d 0.1.10-5.1
vi 1:070224-4
vid.stab 1.1-2
vim 8.2.0343-1
vim-runtime 8.2.0343-1
virtualbox-guest-dkms 6.1.4-3
virtualbox-guest-utils 6.1.4-3
vlc 3.0.8-10
volume_key 0.3.12-2
vpnc 1:0.5.3.r462.r78-1
vte-common 0.60.0-1
vte3 0.60.0-1
vulkan-icd-loader 1.2.135-1
wallpapers-2018 1.2-1
wallpapers-juhraya 1.1-2
wavpack 5.2.0-1
wayland 1.18.0-1
wayland-protocols 1.20-1
webkit2gtk 2.28.0-3
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
which 2.21-5
wildmidi 0.4.3-1
wireless-regdb 2019.06.03-2
woff2 1.0.2-1
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.6.0-1
x264 3:0.159.r2991.1771b55-1
x265 3.2.1-1
xapian-core 1:1.4.15-1
xcb-proto 1.14-1
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xdg-dbus-proxy 0.1.2-1
xdg-desktop-portal 1.6.0-2
xdg-desktop-portal-kde 5.18.3-1.3
xdg-su 1.2.3-1
xdg-user-dirs 0.17-2
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-elographics 1.4.2-1
xf86-input-evdev 2.10.6-1
xf86-input-libinput 0.29.0-2
xf86-input-void 1.4.1-4
xfsprogs 5.4.0-1
xkeyboard-config 2.29-1
xmlto 0.0.28-3
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.5-1
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.7-1
xorg-server-common 1.20.7-1
xorg-setxkbmap 1.3.2-1
xorg-twm 1.0.10-1
xorg-xauth 1.1-1
xorg-xdpyinfo 1.3.2-3
xorg-xinit 1.4.1-1
xorg-xkbcomp 1.4.3-1
xorg-xkill 1.0.5-1
xorg-xmessage 1.0.5-1
xorg-xmodmap 1.0.10-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-1
xorg-xsetroot 1.1.2-1
xorg-xwininfo 1.1.5-1
xorgproto 2019.2-2
xst-git 20190916.23e12ac-1
xvidcore 1.3.7-1
xz 5.2.5-1
yajl 2.1.0-2
yakuake 19.12.3-1
yay 9.4.6-1
ytop-bin 0.5.1-1
zbar 0.23-2
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zita-alsa-pcmi 0.3.2-2
zita-resampler 1.6.2-2
zlib 1:1.2.11-4
zsh 5.8-1
zsh-syntax-highlighting-git 0.7.1.r126.g415e762-1
zstd 1.4.4-1
zvbi 0.2.35-3
